启运港,目的港,航线ID,共舱船公司,正向路径,反向路径,中间时间
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,257128ae96eed00d5cee39c481ba98d5,PIL(EAS) | ONE(EA3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W),蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[1天] → 新加坡(SINGAPORE)[5天] → 广州南沙(NANSHA)[4天] → 青岛(QINGDAO),12天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,0a669d4ffad56e3893d8f9fa10d9d6a8,EMC(AEF) | 中联航运(MFX) | 可达利(MFX) | BAL(MFX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[12天] → 蒙巴萨(MOMBASA)[14天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,fb1859ebd7be4bf8cb442eb598dfa6aa,PIL(RS2),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[9天] → 吉布提(DJIBOUTI),吉达(JEDDAH)[2天] → 亚喀巴(AQABAH)[2天] → 苏科纳(SOKHNA)[5天] → 吉布提(DJIBOUTI)[12天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,88d8debf42ba9e2786017387eb03f043,OOCL(LL5) | EMC(FAL3),宁波(NINGBO)[4天] → 上海(SHANGHAI)[4天] → 深圳盐田(YANTIAN)[6天] → 新加坡(SINGAPORE)[30天] → 勒阿弗尔(LE HAVRE)[3天] → 鹿特丹(ROTTERDAM),汉堡(HAMBURG)[4天] → 安特卫普(ANTWERP)[7天] → 丹吉尔(TANGIER)[32天] → 巴生西(PORT KELANG W)[10天] → 宁波(NINGBO),5天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,f12723708b6de7ebf68e73c2e5b8d73e,EMC(MD2),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 高雄(KAOHSIUNG)[2天] → 香港(HONG KONG)[1天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),比雷埃夫斯(PIRAEUS)[7天] → 热那亚(GENOA)[2天] → 拉斯佩齐亚(LA SPEZIA)[2天] → 福斯(FOS SUR MER)[3天] → 瓦伦西亚(VALENCIA)[31天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),30天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,4547b4f89770f49eaf3640e098a43edd,EMC(FAX) | ONE(SAC) | PIL(FAX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[7天] → 新加坡(SINGAPORE)[15天] → 德班(DURBAN),新加坡(SINGAPORE)[4天] → 钦州(QINZHOU)[4天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO),19天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,2cc88b764dce9c402b851f45c9962332,ZIM(FA2) | ONE(SW2),上海(SHANGHAI)[3天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[24天] → 阿比让(ABIDJAN),特马(TEMA)[3天] → 拉各斯--阿帕帕(LAGOS--APAPA)[4天] → 拉各斯--莱基(LAGOS--LEKKI)[2天] → 科托努(COTONOU)[3天] → 阿比让(ABIDJAN)[22天] → 新加坡(SINGAPORE)[8天] → 上海(SHANGHAI),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,e8083447ce75e3a9d79f5bbfddd028c4,TSL(CIX2) | ONE(NCI) | EMC(CIX2) | UNIFEEDER(CIX),天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 高雄(KAOHSIUNG)[6天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[8天] → 那瓦西瓦(NHAVA SHEVA),蒙德拉(MUNDRA)[6天] → 科伦坡(COLOMBO)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[11天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,580f3ecbeb8e46e436d696fe7a4e490b,OOCL(CSS3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG),巴生西(PORT KELANG W)[2天] → 槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[5天] → 广州南沙(NANSHA)[5天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,1dff14eb35c31fc10a574b924a2a9375,COSCO(MEX) | EMC(CMEX) | OOCL(ME5),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[4天] → 新加坡(SINGAPORE)[10天] → 杰贝阿里(JEBEL ALI),阿布扎比(ABU DHABI)[2天] → 达曼(DAMMAM)[3天] → 阿布扎比(ABU DHABI)[11天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,5e089f888998a710e1f2e8241cf440f1,COSCO(MEX4) | OOCL(ME1),青岛(QINGDAO)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[11天] → 阿布扎比(ABU DHABI),杰贝阿里(JEBEL ALI)[2天] → 哈马德港(HAMAD PORT)[2天] → 达曼(DAMMAM)[18天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),1天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,0ae59bc3810e57fafc7d05c85863d29e,HMM(FE3) | ONE(FE3) | YML(FE3) | MSC(CONDOR SERVICE),青岛(QINGDAO)[4天] → 釜山新港(BUSAN NEW PORT)[3天] → 上海(SHANGHAI)[3天] → 厦门(XIAMEN)[7天] → 新加坡(SINGAPORE)[27天] → 阿尔赫西拉斯(ALGECIRAS),鹿特丹(ROTTERDAM)[4天] → 汉堡(HAMBURG)[4天] → 南安普顿(SOUTHAMPTON)[37天] → 新加坡(SINGAPORE)[6天] → 深圳盐田(YANTIAN)[5天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,b3877fdb3351d8a786b7f153815b7e73,阿联酋(KCIS) | TSL(AIS) | KMTC(AIS) | COSCO(AIS),青岛(QINGDAO)[2天] → 光阳(KWANGYANG)[1天] → 釜山新港(BUSAN NEW PORT)[2天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[11天] → 巴生西(PORT KELANG W)[5天] → 香港(HONG KONG)[5天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,ec3ded9b6d56bc7d67b8f1d3432a7021,ONE(GS2) | HMM(KMP) | YML(GS2),釜山新港(BUSAN NEW PORT)[5天] → 大连(DALIAN)[2天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 高雄(KAOHSIUNG)[1天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[10天] → 杰贝阿里(JEBEL ALI)[3天] → 达曼(DAMMAM)[3天] → 朱拜勒(JUBAIL),哈马德港(HAMAD PORT)[2天] → 阿布扎比(ABU DHABI)[1天] → 杰贝阿里(JEBEL ALI)[3天] → 苏哈(SOHAR)[17天] → 新加坡(SINGAPORE)[4天] → 林查班(LAEM CHABANG)[4天] → 盖梅港(CAI MEP)[6天] → 上海(SHANGHAI)[4天] → 釜山新港(BUSAN NEW PORT)[14天] → 长滩(LONG BEACH)[8天] → 奥克兰(OAKLAND)[19天] → 釜山新港(BUSAN NEW PORT),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,5b7a60a1a7ae6739bdabfbb663b48757,MSC(CARIOCA),青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[2天] → 宁波(NINGBO)[2天] → 上海(SHANGHAI)[5天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[6天] → 维津贾姆港(VIZHINJAM)[20天] → 里约热内卢(RIO DE JANEIRO)[4天] → 桑托斯(SANTOS)[1天] → 巴拉那瓜(PARANAGUA)[3天] → 伊塔普亚(ITAPOA)[2天] → 伊塔雅伊(ITAJAI),布宜诺斯艾利斯(BUENOS AIRES)[3天] → 里奥格兰德(RIO GRANDE)[2天] → 伊塔雅伊(ITAJAI)[1天] → 纳维根特斯(NAVEGANTES)[3天] → 巴拉那瓜(PARANAGUA)[1天] → 桑托斯(SANTOS)[3天] → 里约热内卢(RIO DE JANEIRO)[10天] → 鲸湾港(WALVIS BAY)[17天] → 阿布扎比(ABU DHABI)[10天] → 新加坡(SINGAPORE)[11天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,0e6f60e699cd7fc14f30f042271552bc,MSC(JADE SERVICE),青岛(QINGDAO)[5天] → 釜山新港(BUSAN NEW PORT)[5天] → 宁波(NINGBO)[4天] → 上海(SHANGHAI)[4天] → 厦门(XIAMEN)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),瓦伦西亚(VALENCIA)[3天] → 巴塞罗纳(BARCELONA)[6天] → 焦亚陶罗(GIOIA TAURO)[28天] → 新加坡(SINGAPORE)[8天] → 上海(SHANGHAI)[5天] → 青岛(QINGDAO),30天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,1694e8251685d34035c142643c70da5c,ONE(FE5) | HMM(FE5) | YML(FE5) | MSC(LION),青岛(QINGDAO)[3天] → 丽水(YEOSU)[3天] → 宁波(NINGBO)[4天] → 上海(SHANGHAI)[5天] → 深圳盐田(YANTIAN)[6天] → 新加坡(SINGAPORE)[28天] → 锡尼什港(SINES)[5天] → 勒阿弗尔(LE HAVRE),汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[5天] → 安特卫普(ANTWERP)[4天] → 勒阿弗尔(LE HAVRE)[32天] → 阿布扎比(ABU DHABI)[2天] → 杰贝阿里(JEBEL ALI)[12天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,372d480b03eb9f4ec003b7a999372fb0,OOCL(LL1) | EMC(NE1),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[2天] → 厦门(XIAMEN)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE)[31天] → 费利克斯托(FELIXSTOWE),泽布吕赫(ZEEBRUGGE)[7天] → 格丹斯克(GDANSK)[6天] → 威廉港(WILHELMSHAVEN)[34天] → 新加坡(SINGAPORE)[5天] → 深圳盐田(YANTIAN)[5天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,60f12f611b3d221a58a829148ef4f10f,COSCO(AEU3),天津(TIANJIN)[2天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[7天] → 新加坡(SINGAPORE),鹿特丹(ROTTERDAM)[3天] → 汉堡(HAMBURG)[4天] → 安特卫普(ANTWERP)[41天] → 上海(SHANGHAI)[4天] → 天津(TIANJIN),31天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,3418c96203d2ab4d9b59d58203d9f987,EMC(CEM),高雄(KAOHSIUNG)[5天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[2天] → 台北(TAIPEI)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),鹿特丹(ROTTERDAM)[4天] → 费利克斯托(FELIXSTOWE)[4天] → 汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[29天] → 科伦坡(COLOMBO)[4天] → 巴生西(PORT KELANG W)[6天] → 高雄(KAOHSIUNG),28天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,63f446f5a8bef364d77c87ae2c4b24fe,EMC(MEX1) | OOCL(WM2),青岛(QINGDAO)[4天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU)[4天] → 盖梅港(CAI MEP),新加坡(SINGAPORE)[30天] → 瓦伦西亚(VALENCIA)[3天] → 巴塞罗纳(BARCELONA)[3天] → 福斯(FOS SUR MER)[4天] → 马尔萨什洛克(MARSAXLOKK)[34天] → 巴生西(PORT KELANG W)[10天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,fc8166987ffe0ed2dae756119149f9ca,COSCO(NIS1) | OOCL(CIP2) | CNC(KCSCNC),天津(TIANJIN)[2天] → 大连(DALIAN)[1天] → 连云港(LIANYUNGANG)[2天] → 青岛(QINGDAO)[9天] → 新加坡(SINGAPORE),雅加达(JAKARTA)[3天] → 泗水(SURABAYA)[8天] → 马尼拉北(MANILA N)[7天] → 天津(TIANJIN),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,9ee08c3a3090ace0a546057f7b8acc23,MSC(SAMBAR),大连(DALIAN)[1天] → 仁川(INCHON)[3天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 深圳大铲湾(DA CHAN BAY)[3天] → 胡志明同奈港(HOCHIMINH--DONG NAI PORT)[3天] → 林查班(LAEM CHABANG),新加坡(SINGAPORE)[3天] → 槟城(PENANG)[3天] → 巴西古单(PASIR GUDANG)[3天] → 新加坡(SINGAPORE)[2天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[9天] → 釜山新港(BUSAN NEW PORT)[2天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,fde220bf751818f705e32b85f4204f66,COSCO(AS1) | OOCL(CPX3) | ZIM(CI4),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE),那瓦西瓦(NHAVA SHEVA)[2天] → 蒙德拉(MUNDRA)[3天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,9b731d7b98e37e022e9dc9de528fbe16,PIL(GCS) | RCL(RCG) | WHL(AM1),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU),新加坡(SINGAPORE)[9天] → 杰贝阿里(JEBEL ALI)[4天] → 达曼(DAMMAM)[13天] → 新加坡(SINGAPORE)[7天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,d5768c3568605517287a17f0b5755f57,TSL(KCM2) | CNC(KCM2CNC),天津(TIANJIN)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[1天] → 上海(SHANGHAI)[2天] → 汕头(SHANTOU)[1天] → 深圳蛇口(SHEKOU)[6天] → 巴生西(PORT KELANG W),槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[6天] → 广州南沙(NANSHA)[4天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[4天] → 天津(TIANJIN),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,2f26d80d842cbb1ee4c90790fdd9b312,TSL(IFX) | RCL(RFM3) | COSCO(FCS),釜山(BUSAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),清奈(CHENNAI)[4天] → 维沙卡帕特南(VISAKHAPATNAM)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[5天] → 马尼拉北(MANILA N)[12天] → 釜山(BUSAN),6天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,22da0f43e2ff38298b9d28d7d3ed0744,PIL(SWS),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[23天] → 特马(TEMA),洛美(LOME)[2天] → 拉各斯--阿帕帕(LAGOS--APAPA)[4天] → 奥纳(ONNE)[7天] → 阿比让(ABIDJAN)[23天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,3954527c3c850b4440cb9b28d16e872e,COSCO(PA1) | YML(PA1) | OOCL(CSS1),大连(DALIAN)[1天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[3天] → 宁波(NINGBO),新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[7天] → 广州南沙(NANSHA)[6天] → 大连(DALIAN),7天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,a19b7a0b5bcacb97347cb69b3089c708,HMM(NIS) | X-PRESS(NJX) | PIL(NCI) | 中谷物流(NJX),天津(TIANJIN)[3天] → 青岛(QINGDAO)[5天] → 厦门(XIAMEN)[5天] → 新加坡(SINGAPORE),雅加达(JAKARTA)[4天] → 泗水(SURABAYA)[4天] → 新加坡(SINGAPORE)[10天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,a06661bad4d155a140fde051650a113e,COSCO(CSE) | KMTC(CSE),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA),雅加达(JAKARTA)[3天] → 巴西古单(PASIR GUDANG)[2天] → 新加坡(SINGAPORE)[8天] → 天津(TIANJIN),6天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,a3392fa61e5c75214ebbd7a6131860c4,泛洋(CVT) | 外运集运(CVTS) | 亚海航运(CVT2) | 森罗商船(CVT),仁川(INCHON)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[6天] → 胡志明卡莱港(HOCHIMINH--CAT LAI),林查班(LAEM CHABANG)[5天] → 深圳蛇口(SHEKOU)[4天] → 仁川(INCHON),2天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,22e24ac52e0d528fffd24339d4dfe08b,EMC(KTP),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[1天] → 高雄(KAOHSIUNG),马尼拉北(MANILA N)[5天] → 林查班(LAEM CHABANG)[4天] → 香港(HONG KONG)[2天] → 台北(TAIPEI)[6天] → 大连(DALIAN),2天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,cdc3755cc59bb5fef6d2e4ba4f4a870e,南星海运(CTP) | ONE(CTP) | RCL(RLM),青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[3天] → 上海(SHANGHAI)[6天] → 林查班(LAEM CHABANG),盖梅港(CAI MEP)[3天] → 马尼拉北(MANILA N)[3天] → 苏比克湾(SUBIC BAY)[6天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,bf77a1f97ee1babf1a19b3d9044e434c,SITC(VTX5) | 锦江航运(CTX2),连云港(LIANYUNGANG)[1天] → 青岛(QINGDAO)[8天] → 林查班(LAEM CHABANG)[1天] → 曼谷PAT港(BANGKOK--PAT)[2天] → 林查班(LAEM CHABANG)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI),广州南沙(NANSHA)[3天] → 博多(HAKATA)[2天] → 大阪(OSAKA)[1天] → 神户(KOBE)[3天] → 连云港(LIANYUNGANG),4天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,03ec2aad9cb45b44957dfecd49da5d88,外运集运(CTS1) | 神原汽船(RNT) | YML(NCT) | CNC(CT1CNC) | COSCO(NCT) | EMC(NCT) | WHL(CT1) | RCL(RNT) | OOCL(CHL4),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),林查班(LAEM CHABANG)[6天] → 香港(HONG KONG)[2天] → 厦门(XIAMEN)[4天] → 仁川(INCHON)[3天] → 天津(TIANJIN),5天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,edb8a539bc7c792ffa2fb52e8c6fee0d,山东远洋(PH5) | MAERSK(PHI5),天津(TIANJIN)[2天] → 青岛(QINGDAO)[2天] → 连云港(LIANYUNGANG)[5天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA),林查班(LAEM CHABANG)[7天] → 广州南沙(NANSHA)[2天] → 厦门(XIAMEN)[5天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,a4849ec32406c05c3ebfa24de67f1f60,SITC(CKV2),仁川(INCHON)[2天] → 青岛(QINGDAO)[3天] → 威海(WEIHAI)[2天] → 香港(HONG KONG)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 西哈努克(SIHANOUKVILLE),林查班(LAEM CHABANG)[5天] → 海防(HAIPHONG)[2天] → 钦州(QINZHOU)[3天] → 厦门(XIAMEN)[3天] → 仁川(INCHON),2天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,12967fdf1246798c2eb2520e184e81a9,锦江航运(CVT2),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[4天] → 胡志明卡莱港(HOCHIMINH--CAT LAI),曼谷PAT港(BANGKOK--PAT)[3天] → 林查班(LAEM CHABANG)[7天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,9ee08c3a3090ace0a546057f7b8acc23,MSC(SAMBAR),大连(DALIAN)[1天] → 仁川(INCHON)[3天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 深圳大铲湾(DA CHAN BAY)[3天] → 胡志明同奈港(HOCHIMINH--DONG NAI PORT)[3天] → 林查班(LAEM CHABANG),新加坡(SINGAPORE)[3天] → 槟城(PENANG)[3天] → 巴西古单(PASIR GUDANG)[3天] → 新加坡(SINGAPORE)[2天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[9天] → 釜山新港(BUSAN NEW PORT)[2天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,2417660c3bdd3c16bd45bbc7d13f6c3c,KMTC(CT2C) | COSCO(CT2) | CNC(CT2CNC),日照港(RIZHAO)[1天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 厦门(XIAMEN),林查班(LAEM CHABANG)[6天] → 广州南沙(NANSHA)[4天] → 日照港(RIZHAO),5天
青岛,明日数航船期查询东南亚新马越泰泰国林查班,60e63d2e85fcb131790fb85fb5df2cc4,KMTC(CHT) | TSL(CHT) | 兴亚(CHT) | 长锦(CHT),仁川(INCHON)[2天] → 青岛(QINGDAO)[1天] → 上海(SHANGHAI)[7天] → 林查班(LAEM CHABANG)[1天] → 曼谷PAT港(BANGKOK--PAT),林查班(LAEM CHABANG)[4天] → 深圳蛇口(SHEKOU)[1天] → 香港(HONG KONG)[1天] → 厦门(XIAMEN)[2天] → 仁川(INCHON),2天
青岛,明日数航船期查询欧洲黑海土耳其伊斯坦布尔,17d23f888b04450cf4b53e4dfb620a69,SLS(5CX) | ECCLINE(AEM) | PEAK(CMS) | VOLTA(5CX) | BLPL(FMS) | 可达利(FMS) | 中联航运(AEM) | GFS(FMS) | UGL(AEM),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[19天] → 吉达(JEDDAH)[5天] → 亚历山大(ALEXANDRIA),阿利亚加(IZMIR--ALIAGA)[3天] → 伊斯坦布尔(ISTANBUL)[4天] → 梅尔辛(MERSIN)[5天] → 吉达(JEDDAH)[15天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询欧洲黑海土耳其伊斯坦布尔,6488d5ff54ad3e66fef4a2dfccd1ed5c,MAERSK(AE15) | HPL(SE3),青岛(QINGDAO)[5天] → 光阳(KWANGYANG)[2天] → 宁波(NINGBO)[9天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[31天] → 塞得东港(PORT SAID EAST),亚勒姆贾(IZMIT--YARIMCA)[3天] → 伊斯坦布尔(ISTANBUL)[8天] → 塞得东港(PORT SAID EAST)[32天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询欧洲黑海土耳其伊斯坦布尔,a21f61dd0604d262b6af323981606ca7,AKKON(FES),,,
青岛,明日数航船期查询北美洲美西美国洛杉矶,9792908f0c87ae2d0308cdbf381ec839,CMA(EX1APL),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 釜山新港(BUSAN NEW PORT)[16天] → 洛杉矶(LOS ANGELES)[4天] → 奥克兰(OAKLAND),横滨(YOKOHAMA)[4天] → 那霸(NAHA)[3天] → 釜山新港(BUSAN NEW PORT)[3天] → 青岛(QINGDAO),13天
青岛,明日数航船期查询北美洲美西美国洛杉矶,1d4e7708090c3a5463909e96dd93754f,CMA(HBB) | COSCO(AAC2) | EMC(CPS) | OOCL(PCN3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[16天] → 洛杉矶(LOS ANGELES),奥克兰(OAKLAND)[17天] → 釜山新港(BUSAN NEW PORT)[3天] → 青岛(QINGDAO),9天
青岛,明日数航船期查询北美洲美西美国洛杉矶,eec9add58bb13072a26270979797516d,HPL(WC2) | MAERSK(TP8),天津(TIANJIN)[5天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 上海(SHANGHAI),洛杉矶(LOS ANGELES)[8天] → 奥克兰(OAKLAND)[20天] → 天津(TIANJIN),16天
青岛,明日数航船期查询北美洲美西美国长滩,e5268065010144e4a39bf7fe1f4c2afe,CMA(BOHAI) | COSCO(CEN) | EMC(CEN) | OOCL(PCN1) | YML(CEN),天津(TIANJIN)[3天] → 青岛(QINGDAO)[5天] → 上海(SHANGHAI),长滩(LONG BEACH)[8天] → 鲁珀特港(PRINCE RUPERT)[19天] → 天津(TIANJIN),14天
青岛,明日数航船期查询北美洲美西美国长滩,2913474771e1ff85b1964c51c089283a,TSL(AWC) | KMTC(APX) | SLS(AWC),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 釜山新港(BUSAN NEW PORT),长滩(LONG BEACH)[19天] → 釜山新港(BUSAN NEW PORT)[3天] → 青岛(QINGDAO),14天
